batch	source_language	id	type		Biased against Palestine	Biased against Israel	Biased against both Palestine and Israel	Biased against others	Unbiased	Not Applicable	Unclear		Propaganda	Not Propaganda	Not Applicable	Unclear
B13	Hindi	709	MAIN		0	1	0	0	1	0	0		1	0	0	0
B13	Hindi	712	MAIN		0	1	0	0	1	0	0		1	0	0	0
B13	Hindi	720	MAIN		2	0	0	0	0	0	0		1	0	0	0
B13	Hindi	724	MAIN		1	0	0	0	0	1	0		1	0	0	0
B13	Hindi	739	MAIN		0	1	0	0	1	0	0		0	1	0	0
B13	Hindi	747	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	748	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	749	MAIN		1	1	0	0	0	0	0		1	0	0	0
B13	Hindi	901	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	923	MAIN		0	1	0	0	1	0	0		0	1	0	0
B13	Hindi	925	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	926	MAIN		1	1	0	0	0	0	0		1	0	0	0
B13	Hindi	933	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	937	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	942	MAIN		0	0	0	1	1	0	0		1	0	0	0
B13	Hindi	958	MAIN		1	1	0	0	0	0	0		1	0	0	0
B13	Hindi	959	MAIN		0	1	0	0	1	0	0		1	0	0	0
B13	Hindi	1919	MAIN		0	0	0	0	2	0	0		0	1	0	0
B13	Hindi	1921	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	1928	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	1964	MAIN		0	1	0	0	1	0	0		0	1	0	0
B13	Hindi	1967	MAIN		0	0	0	0	2	0	0		0	1	0	0
B13	Hindi	1993	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	2002	MAIN		1	1	0	0	0	0	0		1	0	0	0
B13	Hindi	2014	MAIN		0	0	1	0	0	0	1		1	0	0	0
B13	Hindi	2034	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	2064	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	2094	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	2098	MAIN		1	0	0	0	0	1	0		1	0	0	0
B13	Hindi	2153	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	2180	MAIN		1	0	0	0	0	1	0		1	0	0	0
B13	Hindi	2189	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	2196	MAIN		0	2	0	0	0	0	0		1	0	0	0
B13	Hindi	2203	MAIN		1	0	0	0	1	0	0		0	1	0	0
B13	Hindi	3389	MAIN		1	0	0	0	0	0	1		1	0	0	0
B13	Hindi	3412	MAIN		1	0	0	0	0	1	0		1	0	0	0
B13	Hindi	3414	MAIN		1	1	0	0	0	0	0		1	0	0	0
B13	Hindi	3440	MAIN		0	1	0	0	0	1	0		1	0	0	0
B13	Hindi	3468	MAIN		0	1	0	0	1	0	0		1	0	0	0
B13	Hindi	3473	MAIN		0	1	0	0	1	0	0		1	0	0	0
B13	Hindi	3496	MAIN		0	1	0	0	1	0	0		1	0	0	0
B13	Hindi	3514	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3524	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3800	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3802	MAIN		0	0	1	0	1	0	0		0	1	0	0
B13	Hindi	3803	MAIN		1	0	0	0	0	1	0		1	0	0	0
B13	Hindi	3805	MAIN		1	1	0	0	0	0	0		1	0	0	0
B13	Hindi	3808	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3809	MAIN		2	0	0	0	0	0	0		1	0	0	0
B13	Hindi	3813	MAIN		2	0	0	0	0	0	0		1	0	0	0
B13	Hindi	3815	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3816	MAIN		1	0	0	0	1	0	0		0	1	0	0
B13	Hindi	3817	MAIN		0	0	1	0	1	0	0		1	0	0	0
B13	Hindi	3818	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3819	MAIN		0	0	0	0	1	1	0		0	1	0	0
B13	Hindi	3820	MAIN		1	1	0	0	0	0	0		1	0	0	0
B13	Hindi	3821	MAIN		1	1	0	0	0	0	0		1	0	0	0
B13	Hindi	3822	MAIN		0	1	0	0	0	1	0		1	0	0	0
B13	Hindi	3824	MAIN		0	1	0	0	1	0	0		1	0	0	0
B13	Hindi	3827	MAIN		1	1	0	0	0	0	0		1	0	0	0
B13	Hindi	3828	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3829	MAIN		0	0	1	0	1	0	0		1	0	0	0
B13	Hindi	3832	MAIN		2	0	0	0	0	0	0		1	0	0	0
B13	Hindi	3834	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3835	MAIN		1	1	0	0	0	0	0		1	0	0	0
B13	Hindi	3836	MAIN		0	0	0	0	2	0	0		0	1	0	0
B13	Hindi	3841	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3843	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3844	MAIN		1	0	0	0	0	0	1		1	0	0	0
B13	Hindi	3846	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3847	MAIN		1	0	0	0	1	0	0		0	1	0	0
B13	Hindi	3848	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3849	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3850	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3851	MAIN		0	1	0	1	0	0	0		0	1	0	0
B13	Hindi	3852	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3853	MAIN		0	0	0	0	2	0	0		0	1	0	0
B13	Hindi	3855	MAIN		1	0	0	0	1	0	0		0	1	0	0
B13	Hindi	3857	MAIN		0	0	0	0	2	0	0		0	1	0	0
B13	Hindi	3862	MAIN		1	1	0	0	0	0	0		1	0	0	0
B13	Hindi	3863	MAIN		0	1	0	0	1	0	0		1	0	0	0
B13	Hindi	3865	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3870	MAIN		1	0	0	0	1	0	0		0	1	0	0
B13	Hindi	3871	MAIN		0	0	0	2	0	0	0		1	0	0	0
B13	Hindi	3874	MAIN		0	2	0	0	0	0	0		1	0	0	0
B13	Hindi	3875	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3877	MAIN		1	1	0	0	0	0	0		1	0	0	0
B13	Hindi	3878	MAIN		0	1	0	0	1	0	0		0	1	0	0
B13	Hindi	3879	MAIN		0	1	0	0	1	0	0		0	1	0	0
B13	Hindi	3880	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3881	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3882	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3883	MAIN		0	0	0	0	2	0	0		0	1	0	0
B13	Hindi	3886	MAIN		0	1	0	0	1	0	0		0	1	0	0
B13	Hindi	3888	MAIN		1	1	0	0	0	0	0		1	0	0	0
B13	Hindi	3889	MAIN		0	2	0	0	0	0	0		1	0	0	0
B13	Hindi	3892	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3894	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3896	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3899	MAIN		0	1	0	0	1	0	0		1	0	0	0
B13	Hindi	3900	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3901	MAIN		1	1	0	0	0	0	0		1	0	0	0
B13	Hindi	3904	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3909	MAIN		0	0	0	0	2	0	0		0	1	0	0
B13	Hindi	3912	MAIN		0	1	0	0	1	0	0		1	0	0	0
B13	Hindi	3913	MAIN		0	2	0	0	0	0	0		1	0	0	0
B13	Hindi	3914	MAIN		1	1	0	0	0	0	0		1	0	0	0
B13	Hindi	3915	MAIN		1	1	0	0	0	0	0		1	0	0	0
B13	Hindi	3916	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3917	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3919	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3920	MAIN		1	0	0	0	1	0	0		0	1	0	0
B13	Hindi	3921	MAIN		0	1	0	0	1	0	0		1	0	0	0
B13	Hindi	3924	MAIN		0	0	0	0	2	0	0		0	1	0	0
B13	Hindi	3928	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3930	MAIN		0	0	0	0	2	0	0		0	1	0	0
B13	Hindi	3931	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3932	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3933	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3938	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3939	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3941	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3943	MAIN		0	0	1	0	1	0	0		1	0	0	0
B13	Hindi	3945	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3947	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3948	MAIN		0	1	0	0	1	0	0		1	0	0	0
B13	Hindi	3949	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3950	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3951	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3953	MAIN		1	1	0	0	0	0	0		1	0	0	0
B13	Hindi	3954	MAIN		2	0	0	0	0	0	0		1	0	0	0
B13	Hindi	3958	MAIN		1	0	0	0	1	0	0		0	1	0	0
B13	Hindi	3959	MAIN		0	0	0	0	2	0	0		1	0	0	0
B13	Hindi	3960	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3962	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3963	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3964	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3969	MAIN		2	0	0	0	0	0	0		1	0	0	0
B13	Hindi	3973	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3974	MAIN		2	0	0	0	0	0	0		1	0	0	0
B13	Hindi	3975	MAIN		2	0	0	0	0	0	0		1	0	0	0
B13	Hindi	3976	MAIN		0	1	0	0	1	0	0		1	0	0	0
B13	Hindi	3977	MAIN		0	1	0	0	1	0	0		1	0	0	0
B13	Hindi	3979	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3981	MAIN		1	0	0	0	0	1	0		1	0	0	0
B13	Hindi	3983	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3985	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3987	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	3991	MAIN		1	0	0	0	0	1	0		1	0	0	0
B13	Hindi	3992	MAIN		2	0	0	0	0	0	0		1	0	0	0
B13	Hindi	3996	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	4001	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	4002	MAIN		2	0	0	0	0	0	0		1	0	0	0
B13	Hindi	6350	MAIN		1	0	0	0	0	1	0		1	0	0	0
B13	Hindi	6381	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	6395	MAIN		0	0	0	0	2	0	0		0	1	0	0
B13	Hindi	6457	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	6468	MAIN		0	1	0	0	0	1	0		1	0	0	0
B13	Hindi	6523	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	6543	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	6553	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	6554	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	6555	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	6561	MAIN		1	0	0	0	1	0	0		0	0	0	1
B13	Hindi	6563	MAIN		0	1	0	0	1	0	0		1	0	0	0
B13	Hindi	6575	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	6585	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	6591	MAIN		1	0	0	0	1	0	0		1	0	0	0
B13	Hindi	6593	MAIN		1	1	0	0	0	0	0		0	1	0	0
B13	Hindi	6628	MAIN		0	1	0	0	0	1	0		1	0	0	0
B13	Hindi	6633	MAIN		0	0	0	0	2	0	0		0	0	0	1
B14	English	472	MAIN		1	0	0	1	0	0	0		0	1	0	0
B14	English	487	MAIN		2	0	0	0	0	0	0		1	0	0	0
B14	English	493	MAIN		1	0	0	0	1	0	0		1	0	0	0
B14	English	495	MAIN		0	0	0	0	0	1	1		0	0	1	0
B14	English	727	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	738	MAIN		0	2	0	0	0	0	0		1	0	0	0
B14	English	744	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	749	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	859	MAIN		0	1	0	0	1	0	0		1	0	0	0
B14	English	908	MAIN		0	0	0	0	1	1	0		0	0	1	0
B14	English	936	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	943	MAIN		1	0	0	0	1	0	0		0	1	0	0
B14	English	984	MAIN		1	0	0	0	1	0	0		1	0	0	0
B14	English	1025	MAIN		1	0	0	0	1	0	0		1	0	0	0
B14	English	1045	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	1052	MAIN		1	0	0	0	1	0	0		0	1	0	0
B14	English	1065	MAIN		1	0	0	0	1	0	0		1	0	0	0
B14	English	1069	MAIN		0	1	0	0	1	0	0		1	0	0	0
B14	English	1077	MAIN		1	0	0	0	1	0	0		1	0	0	0
B14	English	1078	MAIN		1	1	0	0	0	0	0		1	0	0	0
B14	English	1081	MAIN		1	0	0	0	1	0	0		1	0	0	0
B14	English	1082	MAIN		1	0	0	0	1	0	0		1	0	0	0
B14	English	1624	MAIN		0	2	0	0	0	0	0		1	0	0	0
B14	English	1627	MAIN		1	0	0	0	0	0	1		0	0	0	1
B14	English	1630	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	1652	MAIN		0	0	0	0	1	1	0		0	0	1	0
B14	English	2794	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	2840	MAIN		0	1	0	0	1	0	0		1	0	0	0
B14	English	2841	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	2860	MAIN		0	0	1	0	1	0	0		1	0	0	0
B14	English	2864	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	3092	MAIN		0	2	0	0	0	0	0		0	1	0	0
B14	English	3109	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	3141	MAIN		0	2	0	0	0	0	0		1	0	0	0
B14	English	3184	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	3193	MAIN		0	1	0	0	1	0	0		1	0	0	0
B14	English	3361	MAIN		0	1	0	0	1	0	0		0	1	0	0
B14	English	3593	MAIN		0	2	0	0	0	0	0		1	0	0	0
B14	English	3597	MAIN		0	1	0	0	1	0	0		0	1	0	0
B14	English	3599	MAIN		1	0	0	0	1	0	0		1	0	0	0
B14	English	3600	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	3601	MAIN		1	0	0	0	1	0	0		1	0	0	0
B14	English	3602	MAIN		0	1	0	1	0	0	0		1	0	0	0
B14	English	3603	MAIN		0	1	0	0	1	0	0		1	0	0	0
B14	English	3604	MAIN		0	1	0	0	1	0	0		1	0	0	0
B14	English	3606	MAIN		0	0	0	0	1	0	1		0	0	0	1
B14	English	3607	MAIN		1	0	0	1	0	0	0		1	0	0	0
B14	English	3608	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	3609	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	3610	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	3611	MAIN		1	0	0	0	1	0	0		0	1	0	0
B14	English	3612	MAIN		1	0	0	0	1	0	0		0	1	0	0
B14	English	3615	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	3616	MAIN		0	1	1	0	0	0	0		0	1	0	0
B14	English	3621	MAIN		2	0	0	0	0	0	0		1	0	0	0
B14	English	3622	MAIN		1	0	0	0	1	0	0		1	0	0	0
B14	English	3626	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	3630	MAIN		2	0	0	0	0	0	0		1	0	0	0
B14	English	3634	MAIN		1	0	0	0	1	0	0		1	0	0	0
B14	English	3635	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	3638	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	3642	MAIN		0	0	0	0	0	2	0		0	0	1	0
B14	English	3644	MAIN		0	0	0	0	1	0	1		0	0	0	1
B14	English	3645	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	3646	MAIN		1	1	0	0	0	0	0		1	0	0	0
B14	English	3648	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	3654	MAIN		0	2	0	0	0	0	0		0	1	0	0
B14	English	3656	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	3657	MAIN		1	0	0	0	1	0	0		1	0	0	0
B14	English	3658	MAIN		0	0	0	0	1	0	1		0	0	0	1
B14	English	3659	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	3661	MAIN		0	2	0	0	0	0	0		1	0	0	0
B14	English	3662	MAIN		1	1	0	0	0	0	0		0	1	0	0
B14	English	3663	MAIN		0	0	0	0	1	1	0		0	1	0	0
B14	English	3664	MAIN		0	0	0	1	0	1	0		1	0	0	0
B14	English	3666	MAIN		0	2	0	0	0	0	0		1	0	0	0
B14	English	3667	MAIN		1	1	0	0	0	0	0		1	0	0	0
B14	English	3670	MAIN		2	0	0	0	0	0	0		0	1	0	0
B14	English	3681	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	3685	MAIN		0	0	0	0	1	1	0		0	1	0	0
B14	English	3687	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	3688	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	3689	MAIN		0	2	0	0	0	0	0		1	0	0	0
B14	English	3690	MAIN		1	0	0	0	1	0	0		0	1	0	0
B14	English	3699	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	3702	MAIN		1	1	0	0	0	0	0		1	0	0	0
B14	English	3707	MAIN		1	1	0	0	0	0	0		1	0	0	0
B14	English	3709	MAIN		1	0	0	0	1	0	0		1	0	0	0
B14	English	3713	MAIN		0	0	0	1	1	0	0		0	1	0	0
B14	English	3714	MAIN		1	0	0	1	0	0	0		1	0	0	0
B14	English	3716	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	3718	MAIN		1	0	0	0	1	0	0		0	1	0	0
B14	English	3720	MAIN		1	0	0	1	0	0	0		1	0	0	0
B14	English	3722	MAIN		0	1	0	1	0	0	0		0	1	0	0
B14	English	3723	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	3725	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	3727	MAIN		1	0	0	0	1	0	0		0	1	0	0
B14	English	3730	MAIN		1	0	0	0	0	1	0		0	0	1	0
B14	English	3732	MAIN		0	1	0	0	1	0	0		0	1	0	0
B14	English	3733	MAIN		0	0	0	0	1	1	0		0	1	0	0
B14	English	3735	MAIN		2	0	0	0	0	0	0		0	1	0	0
B14	English	3736	MAIN		0	0	0	0	1	1	0		0	0	1	0
B14	English	3737	MAIN		1	0	1	0	0	0	0		1	0	0	0
B14	English	3738	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	3741	MAIN		0	2	0	0	0	0	0		0	1	0	0
B14	English	3746	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	3747	MAIN		1	0	0	0	1	0	0		1	0	0	0
B14	English	3748	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	3750	MAIN		0	0	0	0	1	1	0		0	1	0	0
B14	English	3752	MAIN		1	1	0	0	0	0	0		1	0	0	0
B14	English	3753	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	3755	MAIN		0	1	0	0	1	0	0		0	1	0	0
B14	English	3756	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	3757	MAIN		1	0	0	0	1	0	0		1	0	0	0
B14	English	3759	MAIN		0	2	0	0	0	0	0		1	0	0	0
B14	English	3762	MAIN		0	0	0	1	1	0	0		0	1	0	0
B14	English	3763	MAIN		1	0	0	0	1	0	0		1	0	0	0
B14	English	3764	MAIN		0	1	0	0	1	0	0		0	1	0	0
B14	English	3771	MAIN		2	0	0	0	0	0	0		0	1	0	0
B14	English	3772	MAIN		0	0	0	0	1	0	1		1	0	0	0
B14	English	3774	MAIN		1	1	0	0	0	0	0		0	1	0	0
B14	English	3775	MAIN		1	1	0	0	0	0	0		0	1	0	0
B14	English	3780	MAIN		0	1	0	0	1	0	0		0	1	0	0
B14	English	3781	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	3783	MAIN		0	0	0	0	1	0	1		0	0	0	1
B14	English	3784	MAIN		0	0	0	0	1	0	1		0	0	0	1
B14	English	3785	MAIN		1	0	0	0	1	0	0		0	1	0	0
B14	English	3786	MAIN		1	0	0	0	1	0	0		0	1	0	0
B14	English	3787	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	3789	MAIN		1	1	0	0	0	0	0		0	1	0	0
B14	English	3793	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	3800	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	3804	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	3805	MAIN		2	0	0	0	0	0	0		1	0	0	0
B14	English	3806	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	3807	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	3808	MAIN		0	1	0	0	1	0	0		0	1	0	0
B14	English	3810	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	3814	MAIN		0	1	0	0	1	0	0		1	0	0	0
B14	English	3816	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	3817	MAIN		0	1	0	0	1	0	0		0	1	0	0
B14	English	3819	MAIN		2	0	0	0	0	0	0		1	0	0	0
B14	English	3822	MAIN		0	1	0	0	1	0	0		0	1	0	0
B14	English	3823	MAIN		1	1	0	0	0	0	0		1	0	0	0
B14	English	3825	MAIN		0	2	0	0	0	0	0		0	1	0	0
B14	English	3831	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	3833	MAIN		0	1	0	0	1	0	0		0	1	0	0
B14	English	3852	MAIN		0	2	0	0	0	0	0		1	0	0	0
B14	English	4199	MAIN		0	1	0	0	1	0	0		0	1	0	0
B14	English	4212	MAIN		0	1	0	0	1	0	0		0	1	0	0
B14	English	4213	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	4347	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	4752	MAIN		1	1	0	0	0	0	0		1	0	0	0
B14	English	4828	MAIN		0	0	0	0	1	1	0		0	1	0	0
B14	English	4841	MAIN		2	0	0	0	0	0	0		1	0	0	0
B14	English	4852	MAIN		0	1	0	0	1	0	0		1	0	0	0
B14	English	4874	MAIN		0	1	0	0	1	0	0		1	0	0	0
B14	English	5310	MAIN		1	0	0	0	1	0	0		1	0	0	0
B14	English	5342	MAIN		0	1	0	0	1	0	0		1	0	0	0
B14	English	5412	MAIN		0	2	0	0	0	0	0		1	0	0	0
B14	English	5534	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	5626	MAIN		1	0	0	0	1	0	0		0	1	0	0
B14	English	5752	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	5833	MAIN		0	1	0	0	1	0	0		1	0	0	0
B14	English	5861	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	6015	MAIN		2	0	0	0	0	0	0		1	0	0	0
B14	English	6519	MAIN		0	0	0	0	0	0	2		0	0	0	1
B14	English	6643	MAIN		1	1	0	0	0	0	0		1	0	0	0
B14	English	6987	MAIN		1	0	0	0	1	0	0		0	1	0	0
B14	English	7028	MAIN		0	1	0	0	1	0	0		1	0	0	0
B14	English	7035	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	7055	MAIN		0	2	0	0	0	0	0		1	0	0	0
B14	English	7056	MAIN		0	1	0	0	1	0	0		1	0	0	0
B14	English	7078	MAIN		0	0	0	0	1	0	1		0	0	0	1
B14	English	7130	MAIN		1	0	0	0	1	0	0		1	0	0	0
B14	English	7198	MAIN		1	0	0	0	1	0	0		0	1	0	0
B14	English	10547	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	10617	MAIN		1	0	0	0	1	0	0		1	0	0	0
B14	English	10618	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	English	10673	MAIN		2	0	0	0	0	0	0		1	0	0	0
B14	Arabic	478	MAIN		0	1	0	0	1	0	0		1	0	0	0
B14	Arabic	486	MAIN		0	1	0	0	1	0	0		0	1	0	0
B14	Arabic	487	MAIN		0	2	0	0	0	0	0		0	1	0	0
B14	Arabic	490	MAIN		0	2	0	0	0	0	0		1	0	0	0
B14	Arabic	648	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	Arabic	652	MAIN		0	2	0	0	0	0	0		1	0	0	0
B14	Arabic	659	MAIN		0	1	0	0	1	0	0		1	0	0	0
B14	Arabic	684	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	Arabic	895	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	Arabic	927	MAIN		1	1	0	0	0	0	0		1	0	0	0
B14	Arabic	942	MAIN		1	0	0	0	1	0	0		1	0	0	0
B14	Arabic	1343	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	Arabic	1372	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	Arabic	1381	MAIN		0	1	0	0	1	0	0		1	0	0	0
B14	Arabic	1391	MAIN		1	0	0	0	1	0	0		0	1	0	0
B14	Arabic	1786	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	Arabic	1827	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	Arabic	2125	MAIN		0	2	0	0	0	0	0		1	0	0	0
B14	Arabic	2212	MAIN		0	1	0	0	1	0	0		0	1	0	0
B14	Arabic	2300	MAIN		0	1	0	1	0	0	0		0	1	0	0
B14	Arabic	2320	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	Arabic	2339	MAIN		1	0	0	0	1	0	0		1	0	0	0
B14	Arabic	2341	MAIN		0	1	0	0	1	0	0		1	0	0	0
B14	Arabic	2358	MAIN		0	1	0	0	1	0	0		1	0	0	0
B14	Arabic	2360	MAIN		1	0	0	0	1	0	0		0	1	0	0
B14	Arabic	2429	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	Arabic	2455	MAIN		0	0	0	0	2	0	0		0	1	0	0
B14	Arabic	2458	MAIN		0	1	0	0	1	0	0		0	1	0	0
B14	Arabic	2459	MAIN		1	0	0	0	1	0	0		1	0	0	0
B14	Arabic	2483	MAIN		0	1	0	0	1	0	0		0	1	0	0
